리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,리뷰5,new리뷰,토큰화된리뷰
정말 너무 맛있어요 기념일에 방문해서 더 특별했고 서비스도 주셨어요 꼭 가세요,양식,"['맛있다', '특별하다']",맛있다 특별하다,맛있다 특별하다,1,"['맛있다', '특별하다']","['맛있다', '특별하다']","[1, 33]"
돼지국밥냄새날거란생각에 좋아하지않지만여기서만은꼭먹습니다점심시간많이기다릴줄알았는데분분사이 자리가금방비네요,한식,['좋아하다'],좋아하다,좋아하다,1,['좋아하다'],['좋아하다'],[23]
간만에 틀 지인과 함께 갔는데카운터에 주인분인지 직원인지 손님과 눈도 않마주치고 인사도 없네요참 기분 그랬습니다 자기집에 오는 손님한테 들어갈때나 나올때나 인사도 없고 이런 불친절한 식당 문제 있습니다,한식,"['없다', '그렇다', '없다', '이렇다', '불친절하다', '있다']",없다 그렇다 없다 이렇다 불친절하다 있다,없다 그렇다 없다 이렇다 불친절하다 있다,0,"['없다', '그렇다', '없다', '이렇다', '불친절하다', '있다']","['없다', '그렇다', '없다', '이렇다', '불친절하다', '있다']","[3, 12, 3, 37, 14, 4]"
아 진짜 이 긍정적인 리뷰가 진심이라구요 하하 일단 리뷰에 낚여서 방문한 곳이에요 인에 만원 대게코스 주문함이 진짜 이렇게 아까울줄이야ㅋㅋㅋㅋㅋ 대게는 맛있었어요 대게는 맛 없을수가 없죠ㅋㅋㅋㅋ 근데 같이 나오는 스끼다시 뭐라고 해야해요 이건 뭐 정식도 아니고ㅋㅋㅋㅋㅋㅋ 코스요리에 나오는 스파게티는ㅋㅋㅋㅋㅋ 먹자마자 이게 뭔 맛이야 회도 넘나 쪼끔이고 하 네이버 리뷰에 속아서 이렇게 만원을 날린 기분,해산물,"['아깝다', '맛있다', '없다', '없다', '아니다']",아깝다 맛있다 없다 없다 아니다,아깝다 맛있다 없다 없다 아니다,0,"['아깝다', '맛있다', '없다', '없다', '아니다']","['아깝다', '맛있다', '없다', '없다', '아니다']","[20, 1, 3, 3, 6]"
예약시간 조금전에 도착했는데 자리 준비되어있네요좋습니다,양식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
탕수육 맛있어요 울막내가 짜장면 포기하고 탕수육 큰거로 주문하는 집이에요고기짬뽕도 맛있고요 고기는물론 통통한 오징어도 많아요,중식,"['맛있다', '맛있다', '통통하다', '많다']",맛있다 맛있다 통통하다 많다,맛있다 맛있다 통통하다 많다,1,"['맛있다', '맛있다', '통통하다', '많다']","['맛있다', '맛있다', '통통하다', '많다']","[1, 1, 193, 8]"
매장이 넓고 대화하기 좋네요 커피와 함께 다양한 빵이 있어 같이 먹었어요 ,카페,"['넓다', '좋다', '다양하다', '있다']",넓다 좋다 다양하다 있다,넓다 좋다 다양하다 있다,1,"['넓다', '좋다', '다양하다', '있다']","['넓다', '좋다', '다양하다', '있다']","[16, 2, 30, 4]"
울산 정자항 대게 맛집 여러개 있어서항상 갈때마다 고민하는데이번 바다바라기 선택은 성공적인으로 적당한 양도 추천해주시고대게도 직접 저울에 달아서 보여주셔서 믿음직월 대게 금어기 그런걸로 알고 있었는데그게 아닌가봐요 수율도 빽빽하니 그저 쫀맛탱 대게된장라면은 꼭 드세요대게 한마리 통으로 들어가요원이 절대 비싼 금액이 아님ㅋㅋ,해산물,"['있다', '적당하다', '있다', '아니다', '빽빽하다', '비싸다', '아니다']",있다 적당하다 있다 아니다 빽빽하다 비싸다 아니다,있다 적당하다 있다 아니다 빽빽하다 비싸다 아니다,0,"['있다', '적당하다', '있다', '아니다', '빽빽하다', '비싸다', '아니다']","['있다', '적당하다', '있다', '아니다', '빽빽하다', '비싸다', '아니다']","[4, 66, 4, 6, 247, 9, 6]"
울산 현대백화점 층에 위치해있어서 방문하기 너무 편하고 부모님과 같이 다녀왔는데 맛있다고 좋아하셔서 제 기분까지 좋아졌어요 음식의 양도 많아 맛있게 먹었고 삼산동의 뷰가 한눈에 보여 기분도 좋았네요 다음달 남펴니 생일에 방문해야겠어요 ㅎㅎ,양식,"['편하다', '맛있다', '좋아하다', '많다', '맛있다', '좋다']",편하다 맛있다 좋아하다 많다 맛있다 좋다,편하다 맛있다 좋아하다 많다 맛있다 좋다,1,"['편하다', '맛있다', '좋아하다', '많다', '맛있다', '좋다']","['편하다', '맛있다', '좋아하다', '많다', '맛있다', '좋다']","[21, 1, 23, 8, 1, 2]"
꾸준히 인기 많은 장소딸과 조카랑 분위기 있고 맛난 음식으로 충만한 만남의 시간을 누리고 온 곳 입니다아침 저녁 분위기 다르네요계절별로도 느낌이 다를거 같아요소소하게 행복한 시간과 식사를 함께 할 수 있는 울산 남구 근처의 장소 입니다가까워서 더 좋은곳다음에 또 지인들이랑 가고 싶은곳,양식,"['꾸준하다', '많다', '있다', '이다', '다르다', '다르다', '같다', '소소하다', '행복하다', '있다', '이다', '가깝다', '좋다']",꾸준하다 많다 있다 이다 다르다 다르다 같다 소소하다 행복하다 있다 이다 가깝다 좋다,꾸준하다 많다 있다 이다 다르다 다르다 같다 소소하다 행복하다 있다 이다 가깝다 좋다,1,"['꾸준하다', '많다', '있다', '이다', '다르다', '다르다', '같다', '소소하다', '행복하다', '있다', '이다', '가깝다', '좋다']","['꾸준하다', '많다', '있다', '이다', '다르다', '다르다', '같다', '소소하다', '행복하다', '있다', '이다', '가깝다', '좋다']","[161, 8, 4, 11, 41, 41, 5, 236, 77, 4, 11, 124, 2]"
가족들하고 저녁먹었는데 다들 넘 만족하며 맛나게 드셨어요푸짐하고 맛도 있고직원분들도 다 친절하시네요가족들이나 단체로 식사할때 너무 좋을듯해요담에 또 가려고요,해산물,"['만족하다', '있다', '친절하다', '좋다']",만족하다 있다 친절하다 좋다,만족하다 있다 친절하다 좋다,1,"['만족하다', '있다', '친절하다', '좋다']","['만족하다', '있다', '친절하다', '좋다']","[35, 4, 7, 2]"
좋아요 ㅋㅋ 예약하고 가니 편하고 직원들도 친절해요,양식,"['좋다', '편하다', '친절하다']",좋다 편하다 친절하다,좋다 편하다 친절하다,1,"['좋다', '편하다', '친절하다']","['좋다', '편하다', '친절하다']","[2, 21, 7]"
마늘빵 대박 맛나요좀 비싸긴해요,디저트,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
분 기다려서들어갔어요해물칼국수 기대했는데비릿한냄새에 속이 울렁거리고ㅠㅠ바지락에서 짠내와 비린내가 진동해서먹기힘들었네요명성에 기대를 하지못하는것같네요ㅠㅠ부추전은  얇게 구워서마싯네요,한식,"['기대하다', '비리다', '힘들다', '같다', '얇다']",기대하다 비리다 힘들다 같다 얇다,기대하다 비리 다 힘들다 같다 얇다,0,"['기대하다', '비리', '힘들다', '같다', '얇다']","['기대하다', '비리', '힘들다', '같다', '얇다']","[61, 78, 24, 5, 139]"
남녀 직원 다 불친절하고 별로에요이가격이면 다른데 갈래요네이버 리뷰보고왔는데 실망이에요,일식,"['불친절하다', '다르다']",불친절하다 다르다,불친절하다 다르다,0,"['불친절하다', '다르다']","['불친절하다', '다르다']","[14, 41]"
오랜만에 갔는데 가격이 많이 올랐네요 밑반찬이 정갈하지 않고 성의가 없어 보였어요,한식,"['정갈하다', '없다']",정갈하다 없다,정갈하다 없다,0,"['정갈하다', '없다']","['정갈하다', '없다']","[112, 3]"
오픈시간전에 줄서도한시간 웨이팅이에요 테이블이 개라 어쩔수없는듯요 한시이후가 오히려 웨이팅이 없네요 음식맛은 맛나요 ,퓨전,"['없다', '없다']",없다 없다,없다 없다,0,"['없다', '없다']","['없다', '없다']","[3, 3]"
우리동네맛집 아이가 짜장면먹고싶다고 하면 종종 오는곳이예요 늘 맛있어요,중식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
언제나 맛있는 더바베큐 캠프 ㅎㅎ 작년에 이어 올해도 방문하네요 요즘같은 시기에 와서 맛있는 캠핑장 음식을 먹을수있어 행복해요 사장님도 너무 친절하요,한식,"['맛있다', '같다', '맛있다', '행복하다', '친절하다']",맛있다 같다 맛있다 행복하다 친절하다,맛있다 같다 맛있다 행복하다 친절하다,1,"['맛있다', '같다', '맛있다', '행복하다', '친절하다']","['맛있다', '같다', '맛있다', '행복하다', '친절하다']","[1, 5, 1, 77, 7]"
역시 실패없는 맛집이네요 ㅎㅎ입에서 고기가 녹아요,한식,['없다'],없다,없다,0,['없다'],['없다'],[3]
커피가 맛없어요,카페,['맛없다'],맛없다,맛없다,0,['맛없다'],['맛없다'],[27]
넘비싸요미디움 웰던 주문했는데 피가 줄줄 흘러요ㅜ,양식,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
조금 매워요 아이들이랑 먹기엔 좀 힘들었어요,퓨전,"['맵다', '힘들다']",맵다 힘들다,매다 힘들다,0,"['매다', '힘들다']","['매다', '힘들다']","[50, 24]"
가게 분위기도 너무 좋고 데이트하기 딱 좋은 것 같아요메뉴도 다양하고 좋아요주차하기는 조금 어려운데 그래도 찾아 올 만큼 좋은 것 같아요 ,양식,"['좋다', '좋다', '같다', '다양하다', '좋다', '어렵다', '좋다', '같다']",좋다 좋다 같다 다양하다 좋다 어렵다 좋다 같다,좋다 좋다 같다 다양하다 좋다 어렵다 좋다 같다,1,"['좋다', '좋다', '같다', '다양하다', '좋다', '어렵다', '좋다', '같다']","['좋다', '좋다', '같다', '다양하다', '좋다', '어렵다', '좋다', '같다']","[2, 2, 5, 30, 2, 70, 2, 5]"
검색하니 후기가 많아서 예약하고 갔어요음식들 다 맛있고 매장 깔끔하고 좋았습니다친구들이 잘 골랐다고해서 뿌듯,양식,"['많다', '맛있다', '깔끔하다', '좋다']",많다 맛있다 깔끔하다 좋다,많다 맛있다 깔끔하다 좋다,1,"['많다', '맛있다', '깔끔하다', '좋다']","['많다', '맛있다', '깔끔하다', '좋다']","[8, 1, 15, 2]"
아이와 함께 오기 좋아요  막국수 맛도 좋고 아이도 잘 먹어서 기분 좋아지는 곳입니다,일식,"['좋다', '좋다', '이다']",좋다 좋다 이다,좋다 좋다 이다,1,"['좋다', '좋다', '이다']","['좋다', '좋다', '이다']","[2, 2, 11]"
최근까지 세번정도 방문했었는데매니저로 보이는 직원의 태도가 심히 불량하고고객을 건성으로 응대해 더 이상은 방문하지 않으려 합니다 음식도 맛있고 장소도 괜찮은데장사가 너무 잘 되는지 직원이 기본적인 예의가 없네요 안타깝습니다,양식,"['심하다', '불량하다', '맛있다', '괜찮다', '없다', '안타깝다']",심하다 불량하다 맛있다 괜찮다 없다 안타깝다,심하다 불량하다 맛있다 괜찮다 없다 안타깝다,0,"['심하다', '불량하다', '맛있다', '괜찮다', '없다', '안타깝다']","['심하다', '불량하다', '맛있다', '괜찮다', '없다', '안타깝다']","[47, 1, 17, 3, 132]"
맛있어요 언제나육회도 참신선하답니다,한식,"['맛있다', '선하다']",맛있다 선하다,맛있다 선하다,1,"['맛있다', '선하다']","['맛있다', '선하다']",[1]
파스타가 아쉬워요,양식,['아쉽다'],아쉽다,아쉽다,0,['아쉽다'],['아쉽다'],[10]
분위기 좋은 한옥카페에요 핫플레이스라서 사람도 많았어요 추천합니당,카페,"['좋다', '많다']",좋다 많다,좋다 많다,1,"['좋다', '많다']","['좋다', '많다']","[2, 8]"
분위기가 좋고 주문방법이 편해서 좋았어요,일식,"['좋다', '편하다', '좋다']",좋다 편하다 좋다,좋다 편하다 좋다,1,"['좋다', '편하다', '좋다']","['좋다', '편하다', '좋다']","[2, 21, 2]"
남친이랑 데이트 식사 하러 아니마 들렸어요 세트메뉴로 시켰는데 스테이크랑 파스타 먹었어요 가성비 갑이에요,양식,['아니다'],아니다,아니다,0,['아니다'],['아니다'],[6]
싸고엄청맛있어요명랑크림파스타는곱빼기로 했는데 확실히 양이 많이나오더라고요완전추천,양식,"['맛있다', '확실하다']",맛있다 확실하다,맛있다 확실하다,1,"['맛있다', '확실하다']","['맛있다', '확실하다']","[1, 116]"
파스타가 맛있어요 저는 아란치니도 매우 좋았어요   ,양식,"['맛있다', '좋다']",맛있다 좋다,맛있다 좋다,1,"['맛있다', '좋다']","['맛있다', '좋다']","[1, 2]"
맛있어서 자주가요 ㅎㅎ,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
울산에 이 곳 매장이 많이 없어요ㅠ,디저트,['없다'],없다,없다,0,['없다'],['없다'],[3]
진짜 맛있어요 카레랑 돈까스랑 소바 먹으러 여기만 오는 것 같아요 ,일식,"['맛있다', '같다']",맛있다 같다,맛있다 같다,1,"['맛있다', '같다']","['맛있다', '같다']","[1, 5]"
말로만 들었던 소코아 드디어 왔어용ㅎㅎ  소문대로 너무 맛있습니다다음엔 여자친구 모시고 올랍니당ㅋㅋ타마고샌드 꼭 먹어볼거야,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
오픈한지 얼마되지않았고 연말이라 손님이 많을거라고 예상을했으나 너무 기다려 음식을 가져가니 식사의욕이 떨어졌다부족한 음식이 바로바로 채워지지않아서 또 긴줄을 서야만했다  그런시간을 보내더라도 맛이 만족감을 채워줘야했는데  대부분의 음식이 많이 짜다는 느낌,양식,"['많다', '부족하다', '야하다']",많다 부족하다 야하다,많다 부족하다 야하다,1,"['많다', '부족하다', '야하다']","['많다', '부족하다', '야하다']","[8, 39, 31]"
빨리 나오고 맛있어요푸짐합니다,중식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
왜 아니마 아니마 하는지 알겠어요 ㅎㅎ 오래 됐지만 변함 없는곳,양식,"['아니다', '아니다', '변하다', '없다']",아니다 아니다 변하다 없다,아니다 아니다 변하다 없다,0,"['아니다', '아니다', '변하다', '없다']","['아니다', '아니다', '변하다', '없다']","[6, 6, 46, 3]"
너무  맛있어요,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
주문 한 메뉴들 다 맛있었어요  두번째 방문인데 올때마다 직원분들 다 친절하시고 맛도 최고에요  아이랑 오기에 너무 좋고 편한곳이에요  밤에 왔더니 더 예쁘고 분위기도 좋았어요 ,양식,"['맛있다', '친절하다', '좋다', '편하다', '예쁘다', '좋다']",맛있다 친절하다 좋다 편하다 예쁘다 좋다,맛있다 친절하다 좋다 편하다 예쁘다 좋다,1,"['맛있다', '친절하다', '좋다', '편하다', '예쁘다', '좋다']","['맛있다', '친절하다', '좋다', '편하다', '예쁘다', '좋다']","[1, 7, 2, 21, 28, 2]"
월욜 휴무라 ㅇ여행일정도 바꿔서 방문했는데 그냥 아는맛 비주얼이지 맛의 특별함은 없어요 계란후라이 서비스는 센스만점ㅎㅎ 테이블마다 물티슈도 편했고 아이스크림도 맛있어서 놀란   지역맛집이라 한번 가보긴 좋은데 같이간친구에게 강추했는데 좀 미안했던 ㅎㅎ,중식,"['특별하다', '없다', '편하다', '맛있다', '좋다', '같다', '추하다', '미안하다']",특별하다 없다 편하다 맛있다 좋다 같다 추하다 미안하다,특별하다 없다 편하다 맛있다 좋다 같다 추하다 미안하다,1,"['특별하다', '없다', '편하다', '맛있다', '좋다', '같다', '추하다', '미안하다']","['특별하다', '없다', '편하다', '맛있다', '좋다', '같다', '추하다', '미안하다']","[33, 3, 21, 1, 2, 5, 40, 85]"
아이들이랑 주말에 외식하러 왔어요 알리오올리오 넘 맛있고 리얼 딸기주스랑 청라에이드도 신선하고 맛있네요 좌석이 널널해서 음식을 많이 주문해도 복잡하게 놓지않아도 되서 좋네용 아이들이 맛있게 먹는 모습보니 행복합니당,양식,"['맛있다', '신선하다', '맛있다', '복잡하다', '좋다', '맛있다', '행복하다']",맛있다 신선하다 맛있다 복잡하다 좋다 맛있다 행복하다,맛있다 신선하다 맛있다 복잡하다 좋다 맛있다 행복하다,1,"['맛있다', '신선하다', '맛있다', '복잡하다', '좋다', '맛있다', '행복하다']","['맛있다', '신선하다', '맛있다', '복잡하다', '좋다', '맛있다', '행복하다']","[1, 34, 1, 92, 2, 1, 77]"
음식도 맛있고 매장이 깨끗하고 커서 식사하는데 불편함이 없었습니다그리고 직원분들도 친절하셔서 좋았습니다,일식,"['맛있다', '깨끗하다', '불편하다', '없다', '친절하다', '좋다']",맛있다 깨끗하다 불편하다 없다 친절하다 좋다,맛있다 깨끗하다 불편하다 없다 친절하다 좋다,1,"['맛있다', '깨끗하다', '불편하다', '없다', '친절하다', '좋다']","['맛있다', '깨끗하다', '불편하다', '없다', '친절하다', '좋다']","[1, 38, 13, 3, 7, 2]"
결론적으로 말하자면 너무 실망스러웠어요대게명가 최근 리뷰보고 믿고 예약하면서 그 근처 숙소까지 잡고 부모님 모시고 갔는데 마음이 너무 안 좋았네요예약하면 퍼할인이라고해서 미리 예약했는데 안하고 가시고 차라리 여러가게 흥정하면서 금액을 확인 해보시는걸 추천드립니다킹크랩 키로당 만원입니다 그리고 킹크랩만 할인되고 나머지 상차림 금액들은 할인이 안되요어제 당시 울산 킹크랩 시세가 키로당 만원이더라구요밑반찬도 별로없고 퀄리티도 타 킹크랩 가게에 비해 낮아요그리고 어제 만원이나 지출했는데 사장님께서 비싸서 회를 많이 주신다고 하셨는데 먹고나서 리뷰들 확인해보니 많이 주신것도 아니더라구요그 금액으로 서비스를 기대하기도 어려운데 거기까지 가서 먹을 이유가 없는것같아요,해산물,"['스럽다', '좋다', '이다', '안되다', '덥다', '없다', '낮다', '비싸다', '아니다', '기대하다', '어렵다', '없다', '같다']",스럽다 좋다 이다 안되다 덥다 없다 낮다 비싸다 아니다 기대하다 어렵다 없다 같다,스럽다 좋다 이다 안되다 덥다 없다 낮다 비싸다 아니다 기대하다 어렵다 없다 같다,0,"['스럽다', '좋다', '이다', '안되다', '덥다', '없다', '낮다', '비싸다', '아니다', '기대하다', '어렵다', '없다', '같다']","['스럽다', '좋다', '이다', '안되다', '덥다', '없다', '낮다', '비싸다', '아니다', '기대하다', '어렵다', '없다', '같다']","[69, 2, 11, 19, 25, 3, 176, 9, 6, 61, 70, 3, 5]"
담당서버님 넘 친절하시고다른 매니져 님들도 친절하고 좋았어요언제나 토마호크는 실망 시키질 않네요,양식,"['친절하다', '친절하다', '좋다']",친절하다 친절하다 좋다,친절하다 친절하다 좋다,1,"['친절하다', '친절하다', '좋다']","['친절하다', '친절하다', '좋다']","[7, 7, 2]"
퓨전 이번엔 웨이팅 없었다,퓨전,['없다'],없다,없다,0,['없다'],['없다'],[3]
지이인짜 양 많고 푸짐  여기 오면 꿔바로우랑 차돌짬뽕은 꼭 먹어야해요,중식,"['많다', '야하다']",많다 야하다,많다 야하다,1,"['많다', '야하다']","['많다', '야하다']","[8, 31]"
사람들이 많이 오는데는 이유가 있죠엄청 친절하시구 너무 맛있어요 ㅠ 최고의 점심이네용,한식,"['있다', '친절하다', '맛있다']",있다 친절하다 맛있다,있다 친절하다 맛있다,1,"['있다', '친절하다', '맛있다']","['있다', '친절하다', '맛있다']","[4, 7, 1]"
너무 맛있었어요 덕분에 즐거운 하루였습니다,양식,"['맛있다', '즐겁다']",맛있다 즐겁다,맛있다 즐겁다,1,"['맛있다', '즐겁다']","['맛있다', '즐겁다']","[1, 64]"
가서먹어도 맛난데반찬 급할때 돼지양념 목살이랑 갈비탕 자주 사옵니다 정말 맛나요 특히 갈비탕 최고,한식,['급하다'],급하다,급하다,0,['급하다'],['급하다'],[74]
너무친절해요 맛있고 배부르고,일식,"['친절하다', '맛있다', '배부르다']",친절하다 맛있다 배부르다,친절하다 맛있다 배부르다,1,"['친절하다', '맛있다', '배부르다']","['친절하다', '맛있다', '배부르다']","[7, 1, 45]"
먹고 두개 포장해 달랬는데 인분 포장해놨음그래서 따로 해달라고 하니 그런건 미리 얘기해야된다고하심 그래서 인분 포장해 달라고 한게 아니고 두개포장 해달라고 했다고 했는데 짜증내고 일하시는분들 째려봄 ㅡㅅㅡ 이모들 바꼈는지 기분 더러웠음,한식,"['그렇다', '아니다', '더럽다']",그렇다 아니다 더럽다,그렇다 아니다 더럽다,0,"['그렇다', '아니다', '더럽다']","['그렇다', '아니다', '더럽다']","[12, 6, 62]"
파스타 맛집이라해서 갔는데 실망했어요,양식,['실망하다'],실망하다,실망하다,0,['실망하다'],['실망하다'],[43]
너무 좋아용,일식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
최애예요  갈때마다 맛있는,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
대구본점에서 먹다가 울산에도 생겨서 왔는데 너무 맛있게 먹었습니다,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
잘 먹고 왔습니다 매장 이전한다니 조금 서운하네요 정 들었는데ㅎㅎ,양식,['서운하다'],서운하다,서운하다,0,['서운하다'],['서운하다'],[234]
중간 중간에 맛은 어떤지 불편한건 없는지 계속 체크해주시고 개인적으로 와서물어보고 하는걸 불편해하는데 친절함때문인지 즐기게 되네요 ㅎ 음식도 너무맛있고 또 가고싶은 생각이듭니다,양식,"['어떻다', '불편하다', '없다', '불편하다', '친절하다', '맛있다']",어떻다 불편하다 없다 불편하다 친절하다 맛있다,어떻다 불편하다 없다 불편하다 친절하다 맛있다,0,"['어떻다', '불편하다', '없다', '불편하다', '친절하다', '맛있다']","['어떻다', '불편하다', '없다', '불편하다', '친절하다', '맛있다']","[56, 13, 3, 13, 7, 1]"
맛집 방방장 없어져서 아쉬웠어요,한식,['아쉽다'],아쉽다,아쉽다,0,['아쉽다'],['아쉽다'],[10]
냅킨 휴지 물티슈 소금 피클 등 예전에는 기본적으로 제공되던 것들이 하나부터 열까지 말해야 줌 스프 음료 음식파스타 샐러드 등 양이 줄었음 식사가 끝나도 포장 다음 커피 제공에 대해 얘길해야 제공함 포장도 위생상의 이유로 직접 포장용기에 포장해야함 포장 후 포장백도 유료로 바뀜 서버 인원도 줄었고 비용 줄이기에 혈안이 된게 너무  눈에 보임 재방문의사 없음,양식,['없다'],없다,없다,0,['없다'],['없다'],[3]
맛과 양이 장난 아님곱빼기 필요 없어요대박나세요,일식,"['아니다', '없다']",아니다 없다,아니다 없다,0,"['아니다', '없다']","['아니다', '없다']","[6, 3]"
서비스 최고 맛도 최고 그냥 너무너무 맛있고 잘 웃어주시고 애기들이랑 잘 놀아주시고 짱 ,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
사람이많네요 주문하면오래걸려요 ㅠ,카페,['많다'],많다,많다,1,['많다'],['많다'],[8]
인테리어 분위기와 뷰는 말할것도 없구커피와 음료까지 진짜 맛있어요,카페,"['없다', '맛있다']",없다 맛있다,없다 맛있다,1,"['없다', '맛있다']","['없다', '맛있다']","[3, 1]"
양념이 넘 맛있어요 물냉면 육수도 진짜 시원하고 간이 딱 맞아서 맛있었습니다,한식,"['맛있다', '시원하다', '맛있다']",맛있다 시원하다 맛있다,맛있다 시원하다 맛있다,1,"['맛있다', '시원하다', '맛있다']","['맛있다', '시원하다', '맛있다']","[1, 53, 1]"
순식간에 다먹었어요ㅎㅎ 맛있네요 비오는날 운치도 있어요,디저트,"['맛있다', '있다']",맛있다 있다,맛있다 있다,1,"['맛있다', '있다']","['맛있다', '있다']","[1, 4]"
사람이 좀 많이 있긴해쓴데 맛있고 좋았어요,양식,"['있다', '맛있다', '좋다']",있다 맛있다 좋다,있다 맛있다 좋다,1,"['있다', '맛있다', '좋다']","['있다', '맛있다', '좋다']","[4, 1, 2]"
좀어수선하긴햇지만 맛잇엇어용,양식,['어수선하다'],어수선하다,어수선하다,0,['어수선하다'],['어수선하다'],[80]
박달대게 살이 많이 없고 매운탕 맛없어요,해산물,"['없다', '맛없다']",없다 맛없다,없다 맛없다,0,"['없다', '맛없다']","['없다', '맛없다']","[3, 27]"
지인 소개로 맛있다고 해서 왔는데 너무 맛있네요 제입맛엔 짬뽕이 굳굳이에요,중식,"['맛있다', '맛있다', '굳다']",맛있다 맛있다 굳다,맛있다 맛있다 굳다,1,"['맛있다', '맛있다', '굳다']","['맛있다', '맛있다', '굳다']","[1, 1, 96]"
가격은 비싸도 바람쐬러오면 한번쯤은 들러가는곳,카페,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
부족함이 없습니다 ,한식,['없다'],없다,없다,0,['없다'],['없다'],[3]
투움바파스타 하면 이상하게 아웃백으로 오게 되요중학생들 졸업식이라 가족끼리 식사 많이 오더라구요웨이팅 좀 있었지만 기다릴만했어요맛있었어요 ,양식,"['이상하다', '있다', '맛있다']",이상하다 있다 맛있다,이상하다 있다 맛있다,1,"['이상하다', '있다', '맛있다']","['이상하다', '있다', '맛있다']","[65, 4, 1]"
음식맛과 분위기가 너무 좋아요기분전환 돼요벨이 없어서 직원 부를때 불편했어요,양식,"['좋다', '없다', '불편하다']",좋다 없다 불편하다,좋다 없다 불편하다,0,"['좋다', '없다', '불편하다']","['좋다', '없다', '불편하다']","[2, 3, 13]"
사람도너무많고 불친절하고 주차도힘들고 서비스도진짜없음,양식,"['많다', '불친절하다', '힘들다', '없다']",많다 불친절하다 힘들다 없다,많다 불친절하다 힘들다 없다,0,"['많다', '불친절하다', '힘들다', '없다']","['많다', '불친절하다', '힘들다', '없다']","[8, 14, 24, 3]"
너무 맛있었어요명이서 진짜 배찢어지게 머금회가 서비스라니이때까지 먹었던 게는 게가 아니였던 걸로완전 부들부들 살도 오동통해서 대만족했습니다앞으로 대게는 대게명가에서만 먹는걸루,해산물,"['맛있다', '아니다', '오동통하다', '만족하다']",맛있다 아니다 오동통하다 만족하다,맛있다 아니다 오동통하다 만족하다,1,"['맛있다', '아니다', '오동통하다', '만족하다']","['맛있다', '아니다', '오동통하다', '만족하다']","[1, 6, 35]"
음식도 빨리 나오고 담당하시는 분이 친절하셔서 만족했습니다,양식,"['친절하다', '만족하다']",친절하다 만족하다,친절하다 만족하다,1,"['친절하다', '만족하다']","['친절하다', '만족하다']","[7, 35]"
음식 맛있고 친절합니다 ,양식,"['맛있다', '친절하다']",맛있다 친절하다,맛있다 친절하다,1,"['맛있다', '친절하다']","['맛있다', '친절하다']","[1, 7]"
분위기도 맛도 최고였어요전체적으로 근무하시는 분들 센스가 장난이 아닌듓또먹으러갈게용,양식,['아니다'],아니다,아니다,0,['아니다'],['아니다'],[6]
친절하셔서 좋긴한데 자리가 너무 좁아서 불편했어요 테이블은 큰데 앉는 좌석이 너무 좁아서 배랑 테이블사이가 거의 닿고있는  그거말곤 괜찮았어요,양식,"['친절하다', '좋다', '좁다', '불편하다', '좁다', '괜찮다']",친절하다 좋다 좁다 불편하다 좁다 괜찮다,친절하다 좋다 좁다 불편하다 좁다 괜찮다,1,"['친절하다', '좋다', '좁다', '불편하다', '좁다', '괜찮다']","['친절하다', '좋다', '좁다', '불편하다', '좁다', '괜찮다']","[7, 2, 72, 13, 72, 17]"
두 말하면 입 아프죠ㅋㅋ 맛집으로 소문난 곳 늘 사람 많아요ㅋ 규모도 크고 잉어밥 주기 아이들이 좋아해서 자주옵니다 강추,한식,"['아프다', '많다', '좋아하다']",아프다 많다 좋아하다,아프다 많다 좋아하다,1,"['아프다', '많다', '좋아하다']","['아프다', '많다', '좋아하다']","[87, 8, 23]"
빵도 맛있고 뷰도 너무 좋아서 자주 옵니다 ,디저트,"['맛있다', '좋다']",맛있다 좋다,맛있다 좋다,1,"['맛있다', '좋다']","['맛있다', '좋다']","[1, 2]"
머리카락 나와서 음료를 다시 요구했습니다 사과 한마디 없으시고 다시만든 음료는 진동벨도 안주고 아무말도 없으시더군요 대응이 정말 아쉽습니다 빵도 맛잇고 뷰도 맛집입니다,디저트,"['없다', '없다', '아쉽다', '이다']",없다 없다 아쉽다 이다,없다 없다 아쉽다 이다,0,"['없다', '없다', '아쉽다', '이다']","['없다', '없다', '아쉽다', '이다']","[3, 3, 10, 11]"
